,code,clientType,registrationMode,planName,accident,duration,country,netSales,netProfit,gender,age
25518,EPX,Basic,Online,B,0,119,MALAYSIA,20,0,,36
25519,EPX,Basic,Online,B,0,101,UNITED STATES,80,0,,55
25520,EPX,Basic,Online,B,0,7,CAMBODIA,28,0,,36
25521,EPX,Basic,Online,B,0,7,UNITED KINGDOM,112,0,,36
25522,EPX,Basic,Online,B,0,206,HONG KONG,20,0,,36
25523,EPX,Basic,Online,B,0,12,INDIA,78,0,,36
25524,EPX,Basic,Online,B,0,27,UNITED STATES,112,0,,59
25525,EPX,Basic,Online,B,0,29,AUSTRALIA,45,0,,36
25526,EPX,Basic,Online,B,0,28,UNITED STATES,112,0,,20
25527,EPX,Basic,Online,B,0,34,THAILAND,27,0,,30
25528,EPX,Basic,Online,B,0,224,FRANCE,135,0,,36
25529,EPX,Basic,Online,B,0,13,MALAYSIA,20,0,,36
25530,EPX,Basic,Online,B,0,24,MALAYSIA,20,0,,36
25531,EPX,Basic,Online,B,0,19,PHILIPPINES,20,0,,36
25532,EPX,Basic,Online,B,0,9,MALAYSIA,20,0,,36
25533,EPX,Basic,Online,B,0,12,HONG KONG,56,0,,44
25534,EPX,Basic,Online,B,0,3,THAILAND,20,0,,30
25535,EPX,Basic,Online,B,0,7,THAILAND,25,0,,36
25536,EPX,Basic,Online,B,0,58,CANADA,171,0,,41
25537,EPX,Basic,Online,B,0,27,DENMARK,112,0,,36
25538,EPX,Basic,Online,B,0,12,JAPAN,93,0,,53
25539,EPX,Basic,Online,B,0,3,MALAYSIA,26,0,,36
25540,EPX,Basic,Online,B,0,27,SINGAPORE,33,0,,36
25541,EPX,Basic,Online,B,0,19,"KOREA, REPUBLIC OF",112,0,,36
25542,EPX,Basic,Online,K,0,3,PHILIPPINES,11,0,,37
25543,EPX,Basic,Online,K,0,1,SINGAPORE,14,0,,36
25544,EPX,Basic,Online,K,0,9,VIET NAM,10,0,,36
25545,EPX,Basic,Online,K,0,63,INDIA,27,0,,36
25546,EPX,Basic,Online,K,0,7,VIET NAM,10,0,,36
25547,EPX,Basic,Online,K,0,26,PHILIPPINES,15,0,,36
25548,EPX,Basic,Online,K,0,8,INDONESIA,14,0,,42
25549,EPX,Basic,Online,K,0,103,PHILIPPINES,13,0,,36
25550,EPX,Basic,Online,K,0,8,SINGAPORE,17,0,,36
25551,EPX,Basic,Online,K,0,57,UNITED KINGDOM,80,0,,36
25552,EPX,Basic,Online,K,0,3,INDONESIA,12,0,,36
25553,EPX,Basic,Online,K,0,7,MALAYSIA,10,0,,36
25554,EPX,Basic,Online,K,0,10,UNITED KINGDOM,10,0,,36
25555,EPX,Basic,Online,K,0,4,CHINA,19,0,,36
25556,EPX,Basic,Online,K,0,82,PHILIPPINES,13,0,,36
25557,EPX,Basic,Online,K,0,1,SINGAPORE,10,0,,36
25558,EPX,Basic,Online,K,0,7,HONG KONG,25,0,,36
25559,EPX,Basic,Online,K,0,4,INDONESIA,10,0,,36
25560,EPX,Basic,Online,K,0,44,PORTUGAL,80,0,,36
25561,EPX,Basic,Online,K,0,2,JAPAN,80,0,,36
25562,EPX,Basic,Online,K,0,11,MALAYSIA,10,0,,35
25563,EPX,Basic,Online,K,0,16,INDONESIA,15,0,,36
25564,EPX,Basic,Online,K,0,48,SPAIN,80,0,,36
25565,EPX,Basic,Online,K,0,8,THAILAND,18,0,,36
25566,EPX,Basic,Online,K,0,17,CHINA,20,0,,36
25567,EPX,Basic,Online,K,0,137,"TAIWAN, PROVINCE OF CHINA",34,0,,36
25568,EPX,Basic,Online,K,0,56,RUSSIAN FEDERATION,23,0,,36
25569,EPX,Basic,Online,K,0,137,"TAIWAN, PROVINCE OF CHINA",34,0,,36
25570,EPX,Basic,Online,K,0,131,PERU,18,0,,36
25571,EPX,Basic,Online,K,0,7,MALAYSIA,51,0,,36
25572,EPX,Basic,Online,K,0,26,CANADA,10,0,,35
25573,EPX,Basic,Online,K,0,14,HONG KONG,15,0,,25
25574,EPX,Basic,Online,K,0,2,PHILIPPINES,10,0,,22
25575,EPX,Basic,Online,K,0,6,DOMINICAN REPUBLIC,80,0,,40
25576,EPX,Basic,Online,K,0,10,GERMANY,31,0,,36
25577,EPX,Basic,Online,K,0,6,VIET NAM,14,0,,36
25578,EPX,Basic,Online,K,0,12,CHINA,32,0,,36
25579,EPX,Basic,Online,K,0,83,MALAYSIA,12,0,,36
25580,EPX,Basic,Online,K,0,35,SINGAPORE,17,0,,36
25581,EPX,Basic,Online,K,0,22,UNITED STATES,60,0,,24
25582,EPX,Basic,Online,K,0,65,MALAYSIA,29,0,,36
25583,EPX,Basic,Online,K,0,35,MALAYSIA,23,0,,36
25584,EPX,Basic,Online,K,0,56,INDONESIA,13,0,,64
25585,EPX,Basic,Online,K,0,25,DENMARK,80,0,,34
25586,EPX,Basic,Online,K,0,221,NETHERLANDS,60,0,,36
25587,EPX,Basic,Online,K,0,10,CHINA,33,0,,36
25588,EPX,Basic,Online,K,0,16,INDIA,60,0,,36
25589,EPX,Basic,Online,K,0,27,SINGAPORE,14,0,,41
25590,EPX,Basic,Online,K,0,49,MALAYSIA,10,0,,36
25591,EPX,Basic,Online,K,0,14,SAUDI ARABIA,26,0,,47
25592,EPX,Basic,Online,A,0,1,INDONESIA,20,0,,57
25593,EPX,Basic,Online,A,0,3,MALAYSIA,20,0,,57
25594,EPX,Basic,Online,A,0,5,SINGAPORE,20,0,,57
25595,EPX,Basic,Online,A,0,3,SINGAPORE,20,0,,37
25596,EPX,Basic,Online,A,0,1,SINGAPORE,20,0,,36
25597,EPX,Basic,Online,A,0,29,AUSTRALIA,27,0,,36
25598,EPX,Basic,Online,A,0,8,SINGAPORE,20,0,,38
25599,EPX,Basic,Online,A,0,38,VIET NAM,20,0,,26
25600,EPX,Basic,Online,A,0,11,IRELAND,75,0,,36
25601,EPX,Basic,Online,A,0,18,AUSTRALIA,22,0,,36
25602,EPX,Basic,Online,A,0,37,SINGAPORE,20,0,,36
25603,EPX,Basic,Online,A,0,7,OMAN,68,0,,36
25604,EPX,Basic,Online,A,0,13,SINGAPORE,53,0,,36
25605,EPX,Basic,Online,A,0,8,UNITED ARAB EMIRATES,20,0,,36
25606,EPX,Basic,Online,A,0,3,SINGAPORE,20,0,,57
25607,KML,Basic,Online,Z,0,27,INDONESIA,28,10.64,M,48
25608,KML,Basic,Online,P,0,27,INDONESIA,38,14.44,F,48
25609,RAB,Premium,Online,Z,0,4,BRUNEI DARUSSALAM,15,6,M,62
25610,RAB,Premium,Online,Z,0,8,BRUNEI DARUSSALAM,15,6,,61
25611,RAB,Premium,Online,Z,0,8,BRUNEI DARUSSALAM,15,6,M,55
25612,RAB,Premium,Online,Z,0,6,BRUNEI DARUSSALAM,15,6,M,28
25613,RAB,Premium,Online,Z,0,5,BRUNEI DARUSSALAM,15,6,M,36
25614,SSI,Premium,Online,W,0,101,SINGAPORE,1.99,0.56,,48
25615,SSI,Premium,Online,W,0,6,SINGAPORE,2.25,0.63,,48
25616,SSI,Premium,Online,W,0,74,SINGAPORE,11.24,3.15,,48
25617,SSI,Premium,Online,W,0,138,SINGAPORE,10.04,2.81,,48
25618,JZI,Premium,Online,I,0,14,THAILAND,33,11.55,M,66
25619,JZI,Premium,Online,I,0,2,MYANMAR,18,6.3,F,55
25620,JZI,Premium,Online,I,0,3,INDONESIA,18,6.3,M,36
25621,JZI,Premium,Online,I,0,5,"TAIWAN, PROVINCE OF CHINA",26,9.1,M,49
25622,JZI,Premium,Online,I,0,3,MALAYSIA,18,6.3,M,54
25623,JZI,Premium,Online,I,0,35,PHILIPPINES,42,14.7,F,42
25624,JZI,Premium,Online,I,0,22,THAILAND,22,7.7,F,49
25625,JZI,Premium,Online,I,0,1,THAILAND,18,6.3,M,73
25626,JZI,Premium,Online,I,0,10,MALAYSIA,22,7.7,M,60
25627,JZI,Premium,Online,I,0,14,MALAYSIA,22,7.7,M,40
25628,JZI,Premium,Online,I,0,127,CHINA,26,9.1,M,35
25629,JZI,Premium,Online,I,0,26,"TAIWAN, PROVINCE OF CHINA",26,9.1,F,48
25630,JZI,Premium,Online,I,0,34,VIET NAM,18,6.3,M,48
25631,JZI,Premium,Online,I,0,6,INDONESIA,18,6.3,F,32
25632,JZI,Premium,Online,I,0,17,CHINA,26,9.1,F,27
25633,JZI,Premium,Online,I,0,180,JAPAN,35,12.25,F,42
25634,JZI,Premium,Online,I,0,91,CHINA,35,12.25,M,59
25635,JZI,Premium,Online,I,0,5,MALAYSIA,18,6.3,M,43
25636,JZI,Premium,Online,I,0,7,THAILAND,22,7.7,M,57
25637,JZI,Premium,Online,I,0,3,MALAYSIA,18,6.3,M,57
25638,JZI,Premium,Online,Z,0,79,NEW ZEALAND,58,20.3,M,37
25639,JZI,Premium,Online,Z,0,15,UNITED STATES,96,33.6,F,28
25640,JZI,Premium,Online,Z,0,33,AUSTRALIA,109,38.15,M,67
25641,JZI,Premium,Online,Z,0,90,GERMANY,149,52.15,F,33
25642,JZI,Premium,Online,Z,0,6,AUSTRALIA,45,15.75,M,45
25643,ART,Premium,Online,Z,0,39,CHINA,110,38.5,F,48
25644,ART,Premium,Online,C,0,5,PHILIPPINES,2.85,1,M,48
25645,C2B,Premium,Online,J,0,62,SINGAPORE,38.35,9.59,M,26
25646,C2B,Premium,Online,J,0,6,SINGAPORE,17.55,4.39,M,25
25647,C2B,Premium,Online,J,0,6,SINGAPORE,17.55,4.39,F,47
25648,C2B,Premium,Online,J,0,6,SINGAPORE,17.55,4.39,F,44
25649,C2B,Premium,Online,R,0,6,SINGAPORE,24.05,6.01,F,27
25650,C2B,Premium,Online,R,0,19,SINGAPORE,127,31.75,F,25
25651,C2B,Premium,Online,N,0,11,SINGAPORE,77.35,19.34,M,31
25652,C2B,Premium,Online,E,0,371,SINGAPORE,252.85,63.21,F,42
25653,C2B,Premium,Online,E,1,365,SINGAPORE,252.85,63.21,F,32
25654,C2B,Premium,Online,E,0,373,SINGAPORE,252.85,63.21,F,32
25655,C2B,Premium,Online,E,0,366,SINGAPORE,187.85,46.96,F,33
25656,C2B,Premium,Online,E,0,374,SINGAPORE,187.85,46.96,F,47
25657,C2B,Premium,Online,E,0,373,SINGAPORE,187.85,46.96,M,49
25658,C2B,Premium,Online,E,0,366,SINGAPORE,187.85,46.96,F,44
25659,C2B,Premium,Online,D,0,365,SINGAPORE,389.35,97.34,F,33
25660,CWT,Basic,Online,Q,0,32,UNITED STATES,198,118.8,,26
25661,CWT,Basic,Online,Q,0,31,DENMARK,118.8,71.28,,41
25662,CWT,Basic,Online,Q,0,23,AUSTRALIA,69.3,41.58,,40
25663,CWT,Basic,Online,Q,0,15,AUSTRALIA,89.1,53.46,,42
25664,CWT,Basic,Online,Q,0,43,SWITZERLAND,108.9,65.34,,60
25665,CWT,Basic,Online,Q,0,24,MALAYSIA,49.5,29.7,,42
25666,CWT,Basic,Online,Q,0,25,MALAYSIA,39.6,23.76,,46
25667,CWT,Basic,Online,Q,0,5,MALAYSIA,19.8,11.88,,42
25668,CWT,Basic,Online,Q,0,107,AUSTRALIA,59.4,35.64,,38
25669,CWT,Basic,Online,Q,0,74,UNITED KINGDOM,0,83.16,,48
25670,CWT,Basic,Online,Q,0,143,NETHERLANDS,0,11.88,,31
25671,CWT,Basic,Online,Q,1,21,AUSTRALIA,49.5,29.7,,47
25672,CWT,Basic,Online,Q,0,2,UNITED KINGDOM,9.9,5.94,,28
25673,CWT,Basic,Online,Q,0,42,AUSTRALIA,138.6,83.16,,58
25674,CWT,Basic,Online,Q,0,10,AUSTRALIA,39.6,23.76,,30
25675,CWT,Basic,Online,Q,0,71,ITALY,49.5,29.7,,52
25676,CWT,Basic,Online,Q,0,22,AUSTRALIA,59.4,35.64,,42
25677,CWT,Basic,Online,Q,0,18,AUSTRALIA,0,23.76,,46
25678,CWT,Basic,Online,Q,0,47,AUSTRALIA,69.3,41.58,,25
25679,CWT,Basic,Online,Q,0,7,MALAYSIA,49.5,29.7,,38
25680,CWT,Basic,Online,Q,0,50,AUSTRALIA,29.7,17.82,,25
25681,CWT,Basic,Online,Q,0,14,THAILAND,29.7,17.82,,34
25682,CWT,Basic,Online,Q,0,19,FRANCE,138.6,83.16,,42
25683,CWT,Basic,Online,Q,0,20,AUSTRALIA,39.6,23.76,,64
25684,CWT,Basic,Online,Q,0,50,SPAIN,99,59.4,,51
25685,CWT,Basic,Online,Q,0,5,THAILAND,29.7,17.82,,31
25686,EPX,Basic,Online,B,0,5,MYANMAR,20,0,,36
25687,EPX,Basic,Online,B,0,40,UNITED STATES,74,0,,61
25688,EPX,Basic,Online,B,0,36,THAILAND,33,0,,36
25689,EPX,Basic,Online,B,0,24,HONG KONG,39,0,,41
25690,EPX,Basic,Online,B,0,4,CHINA,36,0,,53
25691,EPX,Basic,Online,B,0,4,CHINA,93,0,,36
25692,EPX,Basic,Online,B,0,3,THAILAND,23,0,,42
25693,EPX,Basic,Online,B,0,35,JAPAN,31,0,,36
25694,EPX,Basic,Online,B,0,7,VIET NAM,41,0,,36
25695,EPX,Basic,Online,B,0,27,HONG KONG,20,0,,36
25696,EPX,Basic,Online,B,0,43,SINGAPORE,25,0,,36
25697,EPX,Basic,Online,B,0,33,THAILAND,22,0,,54
25698,EPX,Basic,Online,B,0,5,MALAYSIA,28,0,,36
25699,EPX,Basic,Online,B,0,12,FRANCE,92,0,,36
25700,EPX,Basic,Online,B,0,26,HONG KONG,29,0,,36
25701,EPX,Basic,Online,B,0,69,INDONESIA,20,0,,36
25702,EPX,Basic,Online,B,0,19,SINGAPORE,112,0,,36
25703,EPX,Basic,Online,B,0,13,INDIA,48,0,,36
25704,EPX,Basic,Online,B,0,19,MALAYSIA,23,0,,55
25705,EPX,Basic,Online,B,0,17,CHINA,69,0,,36
25706,EPX,Basic,Online,B,0,83,CHINA,65,0,,36
25707,EPX,Basic,Online,B,0,20,CHINA,37,0,,36
25708,EPX,Basic,Online,B,0,20,JAPAN,47,0,,40
25709,EPX,Basic,Online,B,0,69,THAILAND,20,0,,36
25710,EPX,Basic,Online,B,0,37,CHINA,40,0,,36
25711,EPX,Basic,Online,B,0,60,CHINA,42,0,,36
25712,EPX,Basic,Online,B,0,10,CAMBODIA,22,0,,36
25713,EPX,Basic,Online,B,0,65,JAPAN,50,0,,36
25714,EPX,Basic,Online,B,0,30,SINGAPORE,29,0,,36
25715,EPX,Basic,Online,B,0,25,JAPAN,78,0,,36
25716,EPX,Basic,Online,B,0,7,CHINA,67,0,,68
25717,EPX,Basic,Online,B,0,53,TAJIKISTAN,112,0,,36
25718,EPX,Basic,Online,B,0,17,JAPAN,55,0,,36
25719,EPX,Basic,Online,B,0,17,AUSTRALIA,65,0,,36
25720,EPX,Basic,Online,B,0,71,ROMANIA,108,0,,36
25721,EPX,Basic,Online,B,0,5,THAILAND,33,0,,36
25722,EPX,Basic,Online,K,0,82,CANADA,17,0,,33
25723,EPX,Basic,Online,K,0,6,HONG KONG,32,0,,36
25724,EPX,Basic,Online,K,0,6,CHINA,55,0,,36
25725,EPX,Basic,Online,K,0,1,PHILIPPINES,13,0,,36
25726,EPX,Basic,Online,K,0,42,THAILAND,10,0,,45
25727,EPX,Basic,Online,K,0,2,SINGAPORE,72,0,,36
25728,EPX,Basic,Online,K,0,16,MALAYSIA,10,0,,32
25729,EPX,Basic,Online,K,0,39,PHILIPPINES,18,0,,36
25730,EPX,Basic,Online,K,0,23,INDONESIA,10,0,,36
25731,EPX,Basic,Online,K,0,7,HONG KONG,14,0,,45
25732,EPX,Basic,Online,K,0,118,SINGAPORE,10,0,,30
25733,EPX,Basic,Online,K,0,42,VIET NAM,10,0,,23
25734,EPX,Basic,Online,K,0,3,CHINA,33,0,,36
25735,EPX,Basic,Online,K,0,3,JAPAN,25,0,,36
25736,EPX,Basic,Online,K,0,29,JAPAN,29,0,,28
25737,EPX,Basic,Online,K,1,4,FRANCE,11,0,,36
25738,EPX,Basic,Online,K,0,4,VIET NAM,29,0,,36
25739,EPX,Basic,Online,K,0,2,BANGLADESH,10,0,,26
25740,EPX,Basic,Online,K,0,1,SINGAPORE,10,0,,36
25741,EPX,Basic,Online,K,0,2,PHILIPPINES,16,0,,36
25742,EPX,Basic,Online,K,0,19,VIET NAM,10,0,,58
25743,EPX,Basic,Online,K,0,3,THAILAND,22,0,,36
25744,EPX,Basic,Online,K,0,43,THAILAND,10,0,,23
25745,EPX,Basic,Online,K,0,43,THAILAND,10,0,,23
25746,EPX,Basic,Online,K,0,6,MALAYSIA,13,0,,36
25747,EPX,Basic,Online,K,0,43,THAILAND,10,0,,23
25748,EPX,Basic,Online,K,0,43,THAILAND,10,0,,24
25749,EPX,Basic,Online,K,0,3,MALAYSIA,14,0,,36
25750,EPX,Basic,Online,K,0,39,SINGAPORE,10,0,,36
25751,EPX,Basic,Online,K,0,232,SINGAPORE,21,0,,36
25752,EPX,Basic,Online,K,0,14,INDIA,38,0,,36
25753,EPX,Basic,Online,K,0,63,CHINA,17,0,,36
25754,EPX,Basic,Online,K,0,11,MALAYSIA,10,0,,27
25755,EPX,Basic,Online,K,0,16,MALAYSIA,10,0,,36
25756,EPX,Basic,Online,K,0,25,SINGAPORE,22,0,,23
25757,EPX,Basic,Online,K,0,100,CANADA,80,0,,55
25758,EPX,Basic,Online,K,0,100,CANADA,80,0,,55
25759,EPX,Basic,Online,K,0,16,SINGAPORE,31,0,,36
25760,EPX,Basic,Online,K,0,11,SINGAPORE,25,0,,36
25761,EPX,Basic,Online,K,0,18,INDONESIA,10,0,,34
25762,EPX,Basic,Online,K,0,1,PHILIPPINES,10,0,,36
25763,EPX,Basic,Online,K,0,56,SWEDEN,68,0,,36
25764,EPX,Basic,Online,K,0,46,AUSTRIA,79,0,,36
25765,EPX,Basic,Online,K,0,13,MYANMAR,10,0,,36
25766,EPX,Basic,Online,K,0,153,NEPAL,34,0,,36
25767,EPX,Basic,Online,K,0,156,NEPAL,32,0,,36
25768,EPX,Basic,Online,K,0,85,VIET NAM,12,0,,36
25769,EPX,Basic,Online,K,0,42,MALAYSIA,10,0,,36
25770,EPX,Basic,Online,K,0,11,INDIA,10,0,,36
25771,EPX,Basic,Online,K,0,13,BANGLADESH,71,0,,36
25772,EPX,Basic,Online,K,0,17,CHINA,80,0,,36
25773,EPX,Basic,Online,K,0,29,UNITED STATES,80,0,,34
25774,EPX,Basic,Online,K,0,6,CHINA,25,0,,36
25775,EPX,Basic,Online,K,0,13,UNITED STATES,10,0,,23
25776,EPX,Basic,Online,K,0,80,CANADA,78,0,,30
25777,EPX,Basic,Online,K,0,17,NORWAY,80,0,,36
25778,EPX,Basic,Online,K,0,28,CHINA,22,0,,36
25779,EPX,Basic,Online,K,0,41,GERMANY,10,0,,36
25780,EPX,Basic,Online,K,0,19,HONG KONG,10,0,,61
25781,EPX,Basic,Online,K,0,139,FRANCE,47,0,,36
25782,EPX,Basic,Online,K,0,71,CHINA,18,0,,36
25783,EPX,Basic,Online,K,0,48,INDONESIA,10,0,,36
25784,EPX,Basic,Online,K,0,19,THAILAND,16,0,,36
25785,EPX,Basic,Online,K,0,14,SINGAPORE,19,0,,36
25786,EPX,Basic,Online,K,0,34,INDIA,30,0,,36
25787,EPX,Basic,Online,A,0,1,THAILAND,20,0,,28
25788,EPX,Basic,Online,A,0,4,SINGAPORE,20,0,,42
25789,EPX,Basic,Online,A,0,3,SINGAPORE,20,0,,38
25790,EPX,Basic,Online,A,0,52,RUSSIAN FEDERATION,51,0,,36
25791,EPX,Basic,Online,A,0,39,CHILE,29,0,,36
25792,EPX,Basic,Online,A,0,4,SINGAPORE,20,0,,36
25793,EPX,Basic,Online,A,0,9,THAILAND,20,0,,36
25794,EPX,Basic,Online,A,0,66,RUSSIAN FEDERATION,31,0,,36
25795,JWT,Premium,Online,Z,0,34,INDIA,93,37.2,M,118
25796,JWT,Premium,Online,Z,0,95,INDIA,31,12.4,M,118
25797,KML,Basic,Online,Z,1,18,INDONESIA,28,10.64,F,48
25798,KML,Basic,Online,P,0,89,INDONESIA,29,11.02,M,48
25799,RAB,Premium,Online,Z,0,25,BRUNEI DARUSSALAM,23,9.2,M,20
25800,RAB,Premium,Online,Z,0,10,BRUNEI DARUSSALAM,15,6,,39
25801,SSI,Premium,Online,W,0,45,SINGAPORE,1.03,0.29,,48
25802,SSI,Premium,Online,W,0,190,SINGAPORE,18.78,5.26,,48
25803,SSI,Premium,Online,W,0,4,SINGAPORE,4.44,1.25,,48
25804,SSI,Premium,Online,W,0,4,SINGAPORE,1.03,0.29,,48
25805,SSI,Premium,Online,W,0,39,SINGAPORE,0.45,0.13,,48
25806,SSI,Premium,Online,W,0,18,SINGAPORE,1.93,0.54,,48
25807,SSI,Premium,Online,W,0,61,SINGAPORE,3.43,0.96,,48
25808,JZI,Premium,Online,I,0,14,CHINA,35,12.25,F,39
25809,JZI,Premium,Online,I,0,10,THAILAND,18,6.3,F,43
25810,JZI,Premium,Online,I,0,4,MALAYSIA,18,6.3,M,48
25811,JZI,Premium,Online,I,0,10,THAILAND,18,6.3,M,49
25812,JZI,Premium,Online,I,0,16,CHINA,22,7.7,F,47
25813,JZI,Premium,Online,I,0,28,INDONESIA,22,7.7,M,43
25814,JZI,Premium,Online,I,0,5,CHINA,26,9.1,M,62
25815,JZI,Premium,Online,I,0,11,THAILAND,22,7.7,F,50
25816,JZI,Premium,Online,I,0,11,CHINA,0,7.7,M,40
25817,JZI,Premium,Online,I,0,76,PHILIPPINES,22,7.7,M,33
25818,JZI,Premium,Online,I,0,10,INDONESIA,22,7.7,M,40
25819,JZI,Premium,Online,I,0,3,MALAYSIA,18,6.3,M,34
25820,JZI,Premium,Online,I,0,3,MALAYSIA,18,6.3,M,42
25821,JZI,Premium,Online,I,0,8,VIET NAM,18,6.3,M,51
25822,JZI,Premium,Online,I,0,8,THAILAND,18,6.3,M,53
25823,JZI,Premium,Online,I,0,16,CHINA,22,7.7,M,23
25824,JZI,Premium,Online,I,0,41,CHINA,22,7.7,M,52
25825,JZI,Premium,Online,I,0,69,SRI LANKA,40,14,M,23
25826,JZI,Premium,Online,I,0,18,MALAYSIA,18,6.3,F,30
25827,JZI,Premium,Online,I,0,83,PHILIPPINES,47,16.45,F,38
25828,JZI,Premium,Online,I,0,123,CHINA,40,14,F,30
25829,JZI,Premium,Online,Z,0,28,UNITED STATES,164,57.4,F,71
25830,ART,Premium,Online,C,0,5,PHILIPPINES,24.79,8.68,M,48
25831,C2B,Premium,Online,J,0,36,SINGAPORE,17.55,4.39,F,38
25832,C2B,Premium,Online,J,0,6,SINGAPORE,17.55,4.39,M,56
25833,C2B,Premium,Online,J,0,29,SINGAPORE,17.55,4.39,F,23
25834,C2B,Premium,Online,J,0,8,SINGAPORE,22.1,5.53,M,29
25835,C2B,Premium,Online,R,0,18,SINGAPORE,24.05,6.01,M,47
25836,C2B,Premium,Online,R,0,30,SINGAPORE,24.05,6.01,F,54
25837,C2B,Premium,Online,E,1,374,SINGAPORE,252.85,63.21,F,36
25838,C2B,Premium,Online,E,0,393,SINGAPORE,252.85,63.21,M,31
25839,C2B,Premium,Online,E,0,365,SINGAPORE,252.85,63.21,F,33
25840,C2B,Premium,Online,E,1,365,SINGAPORE,187.85,46.96,F,26
25841,CWT,Basic,Online,Q,0,49,UNITED STATES,49.5,29.7,,27
25842,CWT,Basic,Online,Q,0,131,FRANCE,99,59.4,,63
25843,CWT,Basic,Online,Q,0,78,AUSTRALIA,49.5,29.7,,31
25844,CWT,Basic,Online,Q,0,17,AUSTRALIA,59.4,35.64,,35
25845,CWT,Basic,Online,Q,0,52,UNITED STATES,79.2,47.52,,41
25846,CWT,Basic,Online,Q,0,6,MALAYSIA,9.9,5.94,,44
25847,CWT,Basic,Online,Q,0,58,DENMARK,148.5,89.1,,37
25848,CWT,Basic,Online,Q,0,25,AUSTRALIA,89.1,53.46,,31
25849,CWT,Basic,Online,Q,0,9,AUSTRALIA,49.5,29.7,,42
25850,CWT,Basic,Online,Q,0,34,CANADA,39.6,23.76,,57
25851,CWT,Basic,Online,Q,0,4,THAILAND,29.7,17.82,,40
25852,CWT,Basic,Online,Q,0,18,THAILAND,29.7,17.82,,31
25853,CWT,Basic,Online,Q,0,17,AUSTRALIA,89.1,53.46,,44
25854,CWT,Basic,Online,Q,0,6,MALAYSIA,19.8,11.88,,32
25855,CWT,Basic,Online,Q,0,21,NEW ZEALAND,0,23.76,,31
25856,CWT,Basic,Online,Q,0,33,MALAYSIA,39.6,23.76,,59
25857,CWT,Basic,Online,Q,0,33,GREECE,108.9,65.34,,44
25858,CWT,Basic,Online,Q,0,146,SPAIN,39.6,23.76,,32
25859,CWT,Basic,Online,Q,0,12,AUSTRALIA,29.7,17.82,,57
25860,CWT,Basic,Online,Q,0,17,FRANCE,89.1,53.46,,31
25861,CWT,Basic,Online,Q,0,135,FRANCE,148.5,89.1,,39
25862,CWT,Basic,Online,Q,0,47,FINLAND,0,11.88,,52
25863,CWT,Basic,Online,Q,0,5,AUSTRALIA,9.9,5.94,,31
25864,CWT,Basic,Online,Q,0,18,NEW ZEALAND,79.2,47.52,,31
25865,CWT,Basic,Online,Q,0,76,GREECE,9.9,5.94,,30
25866,CWT,Basic,Online,Q,0,20,AUSTRALIA,188.1,112.86,,44
25867,CWT,Basic,Online,Q,0,12,AUSTRALIA,108.9,65.34,,42
25868,CWT,Basic,Online,Q,0,11,AUSTRALIA,99,59.4,,39
25869,CWT,Basic,Online,Q,0,29,AUSTRALIA,108.9,65.34,,60
25870,EPX,Basic,Online,B,0,158,NEPAL,36,0,,36
25871,EPX,Basic,Online,B,0,81,SINGAPORE,20,0,,36
25872,EPX,Basic,Online,B,0,19,UNITED STATES,112,0,,53
25873,EPX,Basic,Online,B,0,15,"KOREA, REPUBLIC OF",56,0,,36
25874,EPX,Basic,Online,B,0,76,THAILAND,29,0,,36
25875,EPX,Basic,Online,B,0,15,SINGAPORE,24,0,,36
25876,EPX,Basic,Online,B,0,6,OMAN,25,0,,36
25877,EPX,Basic,Online,B,0,37,VIET NAM,29,0,,36
25878,EPX,Basic,Online,B,0,96,UNITED STATES,112,0,,34
25879,EPX,Basic,Online,B,0,9,"KOREA, REPUBLIC OF",50,0,,36
25880,EPX,Basic,Online,B,0,39,INDONESIA,20,0,,36
25881,EPX,Basic,Online,B,0,11,CHINA,42,0,,36
25882,EPX,Basic,Online,B,0,10,INDONESIA,29,0,,51
25883,EPX,Basic,Online,B,0,101,HONG KONG,22,0,,57
25884,EPX,Basic,Online,B,0,4,MALAYSIA,29,0,,36
25885,EPX,Basic,Online,B,0,135,"KOREA, REPUBLIC OF",48,0,,36
25886,EPX,Basic,Online,B,0,66,PHILIPPINES,20,0,,36
25887,EPX,Basic,Online,B,0,17,THAILAND,20,0,,36
25888,EPX,Basic,Online,B,0,43,JAPAN,44,0,,36
25889,EPX,Basic,Online,B,0,49,INDIA,27,0,,36
25890,EPX,Basic,Online,B,0,4,THAILAND,25,0,,38
25891,EPX,Basic,Online,B,0,49,INDIA,23,0,,36
25892,EPX,Basic,Online,B,0,21,THAILAND,22,0,,36
25893,EPX,Basic,Online,B,0,12,HONG KONG,29,0,,36
25894,EPX,Basic,Online,B,0,11,HONG KONG,34,0,,36
25895,EPX,Basic,Online,B,0,12,HONG KONG,29,0,,36
25896,EPX,Basic,Online,B,0,5,THAILAND,42,0,,33
25897,EPX,Basic,Online,B,0,29,JAPAN,70,0,,36
25898,EPX,Basic,Online,B,0,15,INDONESIA,20,0,,36
25899,EPX,Basic,Online,B,0,16,SINGAPORE,20,0,,34
25900,EPX,Basic,Online,B,0,69,THAILAND,21,0,,36
25901,EPX,Basic,Online,B,0,16,INDONESIA,20,0,,36
25902,EPX,Basic,Online,B,0,29,PHILIPPINES,20,0,,36
